Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
KMPR,Kemper Corporation,69.19,4525608303.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,32.62,2716464164.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,14.99,2124526674.0,,,Finance,Real Estate,https://old.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,22.2,1195939730.0,,2015.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ken
KCAC,Kensington Capital Acquisition Corp.,14.14,406525000.0,,2020.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kcac
KEY,KeyCorp,15.02,14666617791.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/key
KEYS,Keysight Technologies Inc.,115.44,21603368988.0,,2014.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,60.07,6923135740.0,,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,6.97,418772641.3,,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,137.78,46864036593.0,,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,14.14,6115531081.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim
KMI,"Kinder Morgan, Inc.",13.03,29493869976.0,,2011.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi
KFS,"Kingsway Financial Services, Inc.",3.19,72448310.11,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,7.66,9638578000.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,45.64,2740134320.0,,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,44.56,12164195826.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,13.36,1124959668.0,,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,36.72,20900623605.0,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/kkr
KREF,KKR Real Estate Finance Trust Inc.,17.66,982239098.5,,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kref
KNX,"Knight Transportation, Inc.",40.48,6874780618.0,,2017.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",13.38,678125869.1,,2004.0,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,13.0,425023222.0,,2013.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/knop
KN,Knowles Corporation,16.54,1516284272.0,,2014.0,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,23.52,3710869529.0,,1992.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,53.04,48238394880.0,,,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/phg
KTB,"Kontoor Brands, Inc.",35.84,2050240461.0,,2019.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb
KOP,Koppers Holdings Inc.,26.09,549596729.5,,2006.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,9.35,12004728240.0,,1994.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep
KFY,Korn Ferry ,37.16,2035667051.0,,1999.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,1.24,502708493.0,,2011.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/kos
KRA,Kraton Corporation,25.22,803809191.9,,2009.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kra
KR,Kroger Company (The),32.09,24848083410.0,,,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,13.89,1604888339.0,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kro
KT,KT Corporation,10.65,5226424133.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",34.14,9487131075.0,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),2.9901,20890593.79,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx
LHX,"L3Harris Technologies, Inc.",187.71,39440130465.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx
LH,Laboratory Corporation of America Holdings,203.5,19820900000.0,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,8.19,984990472.8,,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,1.54,76094838.82,,2018.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/laix
LW,"Lamb Weston Holdings, Inc.",73.78,10796895994.0,,2016.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,6.35,264322788.6,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",11.35,136243198.1,,2011.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,56.95,43500011833.0,,2004.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs
LAZ,Lazard Ltd.,37.24,3911390302.0,,2005.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/laz
LZB,La-Z-Boy Incorporated,37.31,1716092665.0,,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/lzb
LCII,LCI Industries ,120.72,3036612972.0,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lcii
LEAF,Leaf Group Ltd.,5.18,141880531.5,,,Technology,EDP Services,https://old.nasdaq.com/symbol/leaf
LEA,Lear Corporation,136.17,8175481217.0,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",0.9252,53993361.92,,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,10.45,142357204.6,,2017.0,Technology,Advertising,https://old.nasdaq.com/symbol/lgc
LEG,"Leggett & Platt, Incorporated",41.55,5506160918.0,,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,29.95,0.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,32.9,0.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,33.03,0.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktn
LDOS,"Leidos Holdings, Inc.",94.99,13519069985.0,,,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,2.49,338574301.4,,2014.0,Finance,Real Estate,https://old.nasdaq.com/symbol/leju
LMND,"Lemonade, Inc.",57.9,3275797183.0,,2020.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/lmnd
LC,LendingClub Corporation,5.38,420891893.7,,2014.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lc
LEN,Lennar Corporation,76.22,23836807509.0,,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,,0.0,,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",292.59,11203095253.0,,1999.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii
LEVI,Levi Strauss & Co,16.85,6692526928.0,,2019.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi
LPL,"LG Display Co., Ltd.",6.74,4823355636.0,,2004.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl
DFNS,LGL Systems Acquisition Corp.,9.93,214115625.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/dfns
LBRT,Liberty Oilfield Services Inc.,7.98,901210822.3,,2018.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt
LSI,"Life Storage, Inc.",114.64,5571215451.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",2.42,270496893.9,,2013.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb
LSPD,Lightspeed POS Inc.,40.17,4196616178.0,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lspd
LNC,Lincoln National Corporation,41.29,7979926302.0,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/lnc
LIN,Linde plc,259.62,136000000000.0,,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin
LNN,Lindsay Corporation,118.05,1279043772.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lnn
LN,LINE Corporation,50.83,12387415815.0,,2016.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ln
LINX,Linx S.A.,6.7,1177120307.0,,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/linx
LAD,"Lithia Motors, Inc.",266.37,7065275394.0,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,10.03,918067594.9,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",63.69,13592534462.0,,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv
LOAK,Live Oak Acquisition Corp.,10.8001,270002500.0,,2020.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/loak
LTHM,Livent Corporation,13.1,1916562973.0,,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm
RAMP,"LiveRamp Holdings, Inc.",62.75,4133814066.0,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp
LYG,Lloyds Banking Group Plc,1.72,30450615013.0,,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg
LMT,Lockheed Martin Corporation,369.28,103000000000.0,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt
L,Loews Corporation,41.35,11365993257.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,5.15,613880000.0,,2017.0,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma
LGVW,Longview Acquisition Corp.,9.8,507150000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/lgvw
LPX,Louisiana-Pacific Corporation,30.94,3382479022.0,,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",158.0,119000000000.0,,,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,1.96,57461649.28,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu
LTC,"LTC Properties, Inc.",36.66,1438619969.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",2.78,85275301.82,,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub
LU,Lufax Holding Ltd,16.94,41302193104.0,,2020.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lu
LL,"Lumber Liquidators Holdings, Inc",25.34,731685126.1,,2007.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,14.75,407425960.3,,2012.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr
LDL,"Lydall, Inc.",23.59,418331590.1,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ldl
LYB,LyondellBasell Industries NV,77.16,25765195055.0,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,118.3,15177016473.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb
MDC,"M.D.C. Holdings, Inc.",46.54,3018920093.0,,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",44.38,1275731903.0,,1993.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho
MAC,Macerich Company (The),8.56,1279484009.0,,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,12.29,1114855261.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cli
MIC,Macquarie Infrastructure Corporation ,30.23,2630660368.0,,2004.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic
BMA,Macro Bank Inc.,15.69,1002591000.0,,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,7.41,2298919852.0,,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/m
MSGE,Madison Square Garden Entertainment Corp.,75.59,1824948885.0,,2020.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msge
MSGS,Madison Square Garden Sports Corp.,172.43,4157549049.0,,2015.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msgs
MMP,Magellan Midstream Partners L.P.,38.61,8637093409.0,,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",60.07,17961679974.0,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,14.04,498960189.0,,2011.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx
MGY,Magnolia Oil & Gas Corporation,5.2,1306760000.0,,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy
MHLA,"Maiden Holdings, Ltd.",20.0,0.0,,2016.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla
MHNC,"Maiden Holdings, Ltd.",21.85,0.0,,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc
MANU,Manchester United Ltd.,15.37,2504375396.0,,2012.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",10.82,373924138.6,,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mtw
MN,"Manning & Napier, Inc.",4.0,65101436.0,,2011.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mn
MAN,ManpowerGroup,85.1,4896076852.0,,,Technology,Professional Services,https://old.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,16.41,31826599202.0,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,5.07,4002215006.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,37.19,24197701244.0,,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",34.67,1365182458.0,,2013.0,Finance,Real Estate,https://old.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),10.07,312817420.4,,,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/mcs
MPX,Marine Products Corporation,16.38,554768061.1,,,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",30.82,666579398.1,,1998.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hzo
MKL,Markel Corporation,1033.88,14244885486.0,,1986.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl
VAC,Marriott Vacations Worldwide Corporation,126.0,5173908516.0,,,Finance,Real Estate,https://old.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",113.36,57495122902.0,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/mmc
MLM,"Martin Marietta Materials, Inc.",265.99,16564314990.0,,1994.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm
MAS,Masco Corporation,54.65,14300587443.0,,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,84.97,2082017106.0,,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",54.05,3992508485.0,,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,332.39,331000000000.0,,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,8.14,951051250.8,,2012.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,55.33,1124706964.0,,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",58.29,2511058297.0,,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",11.17,216297589.0,,,Finance,Real Estate,https://old.nasdaq.com/symbol/mlp
MAXR,Maxar Technologies Inc.,23.71,1448081564.0,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/maxr
MMS,"Maximus, Inc.",74.04,4539586311.0,,1997.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",27.57,2044825159.0,,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxl
MEC,"Mayville Engineering Company, Inc.",10.78,216240224.2,,2019.0,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mec
MBI,"MBIA, Inc.",5.95,343622722.1,,1987.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mbi
MKC,"McCormick & Company, Incorporated",186.89,24933287009.0,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",,0.0,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc.v
MCD,McDonald&#39;s Corporation,218.02,162000000000.0,,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,0.9899,404712587.9,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux
MCK,McKesson Corporation,177.81,28549960409.0,,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",24.99,5011051702.0,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mdu
MTL,Mechel PAO,1.45,394562111.5,,2004.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtl
MDLA,"Medallia, Inc.",30.71,4516908611.0,,2019.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mdla
MAX,"MediaAlpha, Inc.",39.0,2319497232.0,,2020.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/max
MPW,"Medical Properties Trust, Inc.",19.44,10411558560.0,,2005.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,170.0,2000871100.0,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/med
MDLQ,Medley LLC,7.6,0.0,,2017.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,7.0,0.0,,2016.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,6.4207,21028498.78,,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",18.53,1586136480.0,,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/md
MDT,Medtronic plc,110.24,148000000000.0,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/mdt
MFAC,Megalith Financial Acquisition Corp.,10.38,77094605.88,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/mfac
MRK,"Merck & Company, Inc.",81.06,205000000000.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,43.67,2417470366.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,15.9,724511166.0,,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,90.73,3412548283.0,,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",27.98,2022655845.0,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mtor
MTR,Mesa Royalty Trust,3.94,7342544.6,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,20.99,275389009.9,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/msb
MEI,"Methode Electronics, Inc.",36.11,1355198839.0,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",45.51,40956656827.0,,2000.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/met
MCB,Metropolitan Bank Holding Corp.,31.59,261921029.8,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/mcb
MTD,"Mettler-Toledo International, Inc.",1134.4,26992552267.0,,1997.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/mtd
MFA,"MFA Financial, Inc.",3.3,1495999626.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfa
MFO,"MFA Financial, Inc.",24.69,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfo
MTG,MGIC Investment Corporation,11.45,3876666495.0,,1991.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg
MGP,MGM Growth Properties LLC,29.99,9101005260.0,,2016.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mgp
MGM,MGM Resorts International,23.98,11844659594.0,,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm
MFGP,Micro Focus Intl PLC,3.34,1118568505.0,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mfgp
MAA,"Mid-America Apartment Communities, Inc.",131.22,15007606731.0,,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/maa
AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",0.7773,29270359.36,,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy
MLR,"Miller Industries, Inc.",32.74,373415022.3,,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mlr
MTX,Minerals Technologies Inc.,60.18,2045760605.0,,1992.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/mtx
MNSO,MINISO Group Holding Limited,20.72,6298370309.0,,2020.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/mnso
MG,Mistras Group Inc,4.61,134577710.8,,2009.0,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/mg
MUFG,Mitsubishi UFJ Financial Group Inc,4.38,56257279006.0,,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg
MIXT,MiX Telematics Limited,9.2,202798636.0,,2013.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mixt
MFG,"Mizuho Financial Group, Inc.",2.77,35125396007.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,8.34,7388972912.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mbt
MODN,"Model N, Inc.",32.16,1111017209.0,,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,10.16,519660022.4,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mod
MC,Moelis & Company,37.51,2080511055.0,,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc
MOGU,MOGU Inc.,2.69,291777647.6,,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mogu
MHK,"Mohawk Industries, Inc.",118.94,8468363863.0,,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,219.01,12987293000.0,,2003.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh
TAP,Molson Coors Beverage Company,42.37,9180781342.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap
MNR,Monmouth Real Estate Investment Corporation,14.89,1458864739.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr
MR,Montage Resources Corporation,5.43,195610173.4,,2014.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mr
MEG,"Montrose Environmental Group, Inc.",31.09,775864318.7,,2020.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/meg
MCO,Moody&#39;s Corporation,280.25,52630950000.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco
MS,Morgan Stanley,56.34,102000000000.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ms
MOS,Mosaic Company (The),17.65,6690938729.0,,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mos
MSI,"Motorola Solutions, Inc.",169.73,28773115028.0,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,12.87,298342417.2,,,Consumer Non-Durables,Consumer Specialties,https://old.nasdaq.com/symbol/mov
MPLX,MPLX LP,19.38,20158481499.0,,2012.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,4.86,399681506.0,,2012.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mrc
MSA,MSA Safety Incorporporated,143.87,5604211271.0,,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/msa
MSM,"MSC Industrial Direct Company, Inc.",81.33,4522568548.0,,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/msm
MSCI,MSCI Inc,397.02,32910988781.0,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/msci
MSGN,MSG Networks Inc.,10.07,574477740.5,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/msgn
MLI,"Mueller Industries, Inc.",32.66,1864240149.0,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mli
MWA,Mueller Water Products Inc,11.54,1821194217.0,,2006.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mwa
MPLN,MultiPlan Corporation,7.01,4678903496.0,,2020.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mpln
